"f" "G" "Cninf" "Cn" "Cnsup"
"1" 0 2.55783903599171 88.1252704688199 416.497331846603 993.901425162827
"2" 0.0166666666666667 1.50119995089718 68.4482365516767 323.499805920768 771.97833829814
"3" 0.0333333333333333 1.20017668330598 41.0506810404992 194.013578998355 462.981051553113
"4" 0.05 2.81255499373017 24.6960480558507 116.718372240986 278.528930782507
"5" 0.0666666666666667 297.984241609763 15.9161250181933 75.2227320057977 179.506505392787
"6" 0.0833333333333333 600.207645364571 10.9737482993179 51.8640891847161 123.764999710602
"7" 0.1 308.61660034475 7.99527401064558 37.7872348657878 90.17293440886
"8" 0.116666666666667 2.68962049864224 6.08644976781259 28.7657566918814 68.6446812160563
"9" 0.133333333333333 -2.56921257685801 4.79907889764131 22.6813891810539 54.1253528126438
"10" 0.15 -0.0706756992696285 3.89388714466696 18.4032752198972 43.916347285164
"11" 0.166666666666667 1.34434858043873 3.23533425158094 15.2908249387122 36.4890037377205
"12" 0.183333333333333 1.06464084546698 2.74255527353151 12.961854730101 30.9313047262105
"13" 0.2 0.915757923758029 2.36510908292061 11.1779699207973 26.6743611188353
"14" 0.216666666666667 1.15872270232224 2.07030943576034 9.78468890369095 23.3495283223929
"15" 0.233333333333333 4.30140114639555 1.83627027292515 8.67857386597363 20.709969246451
"16" 0.25 5.58914040892832 1.64791703248927 7.78837946805727 18.5856687693308
"17" 0.266666666666667 1.85676984473142 1.49460926391378 7.0638168514167 16.8566209165969
"18" 0.283333333333333 0.643464161728517 1.36867479627583 6.46862582982107 15.436296800749
"19" 0.3 1.52433765471494 1.26447850901624 5.97617371703808 14.2611419575009
"20" 0.316666666666667 1.57132669251255 1.17781486146858 5.56658430211012 13.2837251240638
"21" 0.333333333333333 1.02745367972933 1.10550221204589 5.22482052217407 12.4681628575747
"22" 0.35 1.11463664978093 1.04510621010518 4.93937715810053 11.7869998712523
"23" 0.366666666666667 2.01106152587739 0.994747717917444 4.70137303600903 11.2190427247021
"24" 0.383333333333333 2.2412104465233 0.95296730771574 4.50391061371073 10.7478315837609
"25" 0.4 3.13470066810397 0.918628404499043 4.34161821458154 10.3605478379745
"26" 0.416666666666667 4.28652729486107 0.890847353452302 4.21031951245778 10.0472253814194
"27" 0.433333333333333 3.07283167066959 0.868942623490229 4.10679345761007 9.8001777160756
"28" 0.45 1.33820668716042 0.852397905070051 4.02859986976065 9.61358175864758
"29" 0.466666666666667 0.729225052305409 0.840835547081105 3.97395389560781 9.48317825438234
"30" 0.483333333333333 0.349242698443867 0.833997923040759 3.94163794180904 9.40606161982027
"31" 0.5 0.137700741235129 0.831735119153657 3.93094348633156 9.38054108528699
